# Title: VN Malicious Domains Splunk Lookup
# Description: Block malicious domains targeting Vietnamese users
# Updated: 2024-08-09T12:06:53Z
# Expires: 1 day (update frequency)
# Homepage: https://gitlab.com/malware-filter/vn-badsite-filter
# License: https://gitlab.com/malware-filter/vn-badsite-filter#license
# Source: https://api.chongluadao.vn/v2/blacklistdomains & https://api.chongluadao.vn/v2/blacklistlinks
"host","path","message","updated"
"1svi.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1svi101.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1svi888.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1thkkoo.top","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1vnmp3.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1vnmp3.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1vopm.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"1wlvcb.top","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"2007888.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"20106598.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"202075.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"202092.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"202093.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"202094.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"2021-lmht.gq","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"2021-lmht.ml","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"2021-winners.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"2022692.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"2022ons.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"203510.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"207.148.115.161","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"20hotlive.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"20luxury.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"20qby83.cn","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"20thcf.net","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"210265.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"21250s.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"2135sckk.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"216596.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"218976.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"21ak22.net","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"21hotlive.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"222win456.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"223344.live","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"225.vn","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"227474.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"2277789.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"2282vn.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"22hotlive.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"22zalo.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"232665.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"237369.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"23hotlive.vip","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"23nh.cn","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"23vnc.cn","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24-7-vidientu.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24-7bank.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124a.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124b.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124c.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124d.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
"24124e.com","","vn-badsite-filter malicious website detected","2024-08-09T12:06:53Z"
